CODIGO;name;COD_P;description
FA20000072;0;0;Duraseal selante coluna  Ref: 356561
FA20000073;0;0;Duragen matriz colagénio 2.5 cm*2.5 cm ref 88232
FA20000074;0;0;Ácido tricloroacetico 30 g
FA10122038;0;0;Brometo de tiotrópio 10 µg Pó inal, cáps Fr
FA10099170;0;0;Oxicodona 20 mg Comp LP
FAR1265025;Diclofenac;46;GLUCOSE 5% - 500 ml
FA20000058;0;0;Manipulado Nistatina+Lidocaína+bicarbonato
FA10089734;Levotiroxina sódica;744;Levotiroxina sódica 0.112 mg Comp
FA2000064;0;0;Histoacryl  ref. 1050052
FA10011398;Polistireno sulfonato de sódio;2553;Oxigénio Gás Inalatória
FA10011399;Zuclopentixol;1164;Manipulado
FA10108113;0;0;CefUROXIMA 50 mg Pó sol inj Fr Intracameral
FA10037890;Duloxetina;2282;Duloxetina 60 mg Cáps GR
FA10102530;0;0;Simeticone 105 mg/ml Emul oral Fr 25 ml
FA10113690;Albumina humana;152;Vortioxetina 5 mg Comp
FA10000027;Ácido fusídico;1170;Ácido fusídico 2 mg/0.2 g Col, susp Recip unid 0.2
FA10000059;Ácido fusídico;1170;Ácido fusídico 20 mg/g Cr Bisn 30 g
FA10000073;Ácido fusídico;1170;Ácido fusídico 500 mg Pó sol inj Fr IV
FA10000080;Ácido fusídico;1170;Ácido fusídico 20 mg/g Pom Bisn 15 g
FA10000098;Ácido fusídico;1170;Ácido fusídico 20 mg/g Pom Bisn 30 g
FA10000109;Albumina humana;152;Albumina humana 200 mg/ml Sol inj Fr 10 ml IV
FA10000116;Albumina humana;152;Albumina humana 200 mg/ml Sol inj Fr 20 ml IV
FA10000123;Albumina humana;152;Albumina humana 200 mg/ml Sol inj Fr 50 ml IV
FA10000130;Albumina humana;152;Albumina humana 200 mg/ml Sol inj Fr 100 ml IV
FA10000148;Albumina humana;152;Albumina humana 250 mg/ml Sol inj Fr 100 ml IV
FA10000155;Albumina humana;152;Albumina humana 250 mg/ml Sol inj Fr 50 ml IV
FA10000162;Albumina humana;152;Albumina humana 40 mg/ml Sol inj Fr 500 ml IV
FA10000170;Albumina humana;152;Albumina humana 50 mg/ml Sol inj Fr 20 ml IV
FA10000205;Albumina humana;152;Albumina humana 50 mg/ml Sol inj Fr 500 ml IV
FA10000220;Electrólitos;1897;Fósforo 78.8 mg/ml Sol oral
FA10000237;Amoxicilina + Ácido clavulânico;9;Amoxicilina 500 mg + Ácido clavulânico 125 mg Cáps
FA10000251;Amoxicilina + Ácido clavulânico;9;Amoxicilina 1000 mg + Ácido clavulânico 62.5 mg Co
FA10000269;Amoxicilina + Ácido clavulânico;9;Amoxicilina 875 mg + Ácido clavulânico 125 mg Comp
FA10000283;Aminoácidos + Electrólitos + Glucose;2024;A.A. 10 g/l N + Glucose 100 g/l + Electrólitos Sol
FA10000290;Aminoácidos + Electrólitos + Glucose;2024;A.A. 10 g/l N + Glucose 100 g/l + Electrólitos Sol
FA10000326;Aminoácidos + Glucose;2028;A.A. 10 g/l N + Glucose 240 g/l Sol inj Sac 1000 m
FA10000333;Aminoácidos + Glucose;2028;A.A. 10 g/l N + Glucose 240 g/l Sol inj Sac 1500 m
FA10000358;Amoxicilina + Ácido clavulânico;9;Amoxicilina 250 mg + Ácido clavulânico 62.5 mg Pó
FA10000365;Amoxicilina + Ácido clavulânico;9;Amoxicilina 500 mg + Ácido clavulânico 125 mg Pó s
FA10000372;Amoxicilina + Ácido clavulânico;9;Amoxicilina 875 mg + Ácido clavulânico 125 mg Pó s
FA10000380;Amoxicilina + Ácido clavulânico;9;Amoxicilina 125 mg/5 ml + Ácido clavulânico 31.25
FA10000397;Amoxicilina + Ácido clavulânico;9;Amoxicilina 250 mg/5 ml + Ácido clavulânico 62.5 m
FA10000415;Amoxicilina + Ácido clavulânico;9;Amoxicilina 400 mg/5 ml + Ácido clavulânico 57 mg/
FA10000422;Amoxicilina + Ácido clavulânico;9;Amoxicilina 600 mg/5 ml + Ácido clavulânico 42.9 m
FA10000430;Atropina;197;Atropina 5 mg/ml Col, sol Fr 10 ml
FA20000001;Hialuronato de sódio;2919;Hialuronato de sódio 0,15% 0.35 ml
FA20000004;Suplemento Alimentar;999999;Suplemento Alimento dietético s/lactose po
FA20000005;Suplemento Alimentar;999999;Suplemento Espessantes alim. inst. pó Fr 225g
FA20000006;Suplemento Alimentar;999999;Suplemento modular p/ enriq. proteína pó Fr 400g
FA20000007;Suplemento Alimentar;999999;Suplemento modular energ s/ prot. s/ lip. Fr 500g
FA20000009;Suplemento Alimentar;999999;Suplemento nutricional úlceras pressão sol 200ml
FA20000010;Suplemento Alimentar;999999;Suplemento sem lactose sol 200 ml
FA20000013;Suplemento Alimentar;999999;Suplemento hiperproteico pó
FA20000027;0;0;POLIDOCANOL 1% Solução injectável
FA20000011;Suplemento Alimentar;999999;Suplemento hiperproteico e hipercalórico sol 200ml
FA10055493;Sufentanilo;1029;SUfentanilo 0.005 mg/ml Sol inj Fr 2 ml Epidural I
FAR1216007;Azintamida;203;FENTANILO - sol inj 0,05 mg/ml
FA1009631;Diclofenac;46;GLUCOSE 5% em H2O - 500 ml
FAR1265024;Diclofenac;46;GLUCOSE 5% - 1000 ml
FA10019159;Fentanilo;550;Fentanilo 0.05 mg/ml Sol inj Fr 5 ml IV
FA10010092;Levotiroxina sódica;744;LevoTIROXINA sódica 0.1 mg Comp
FA10046163;Procaterol;950;Procaterol 0.1 mg/ml Sol inal neb Fr 15 ml
FA10071914;Flumazenilo;567;Flumazenilo 0.1 mg/ml Sol inj Fr 5 ml IV
FA10009777;Digoxina;448;Digoxina 0.125 mg Comp
FA10052077;Calcitriol;20;CalCITRiol 0.25 µg Cáps
FA10018954;Digoxina;448;Digoxina 0.25 mg Comp
FA10021078;Brotizolam;256;Brotizolam 0.25 mg Comp
FA10076181;Brometo de ipratrópio;249;Brometo de ipratrópio 0.25 mg Sol inal neb Fr
FA10059513;Acetonido de fluocinolona;141;Acetonido de fluocinolona 0.25 mg/g Cr Bisn 30 g
FA10061158;Digoxina;448;Digoxina 0.25 mg/ml Sol inj Fr 2 ml IV
FA10010078;Flurbiprofeno;580;Flurbiprofeno 0.3 mg/ml Col, sol Fr 5 ml
FA10025240;Tansulosina;1053;Tansulosina 0.4 mg Cáps LP
FA10027736;Naloxona;832;Naloxona 0.4 mg/1 ml Sol inj Fr 1 ml IM IV SC
FA10010570;Alprazolam;4;Alprazolam 0.5 mg Comp
FA10046074;Nitroglicerina;860;Nitroglicerina 0.5 mg Comp subling
FA10000461;Atropina;197;aTROPina 0.5 mg/1 ml Sol inj Fr 1 ml IM IV SC
FA10034613;Neostigmina;843;Neostigmina 0.5 mg/1 ml Sol inj Fr 1 ml IM IV SC
FA10000664;Betametasona;232;BETAmetasona 0.5 mg/ml Sol oral Fr 30 ml  xar.
FA10025176;Brometo de ipratrópio + Salbutamol;1374;Brometo de ipratrópio 0.52 mg/2.5 ml + Salbutamol
FA10030262;Colagenase;393;Colagenase 0.6 U/g Pom Bisn 30 g
FA10011340;Lorazepam;76;LORazepam 1 mg Comp
FA10020542;Risperidona;991;Risperidona 1 mg Comp
FA10026577;Colquicina;398;Colquicina 1 mg Comp
FA10059673;Remifentanilo;976;Remifentanilo 1 mg Pó sol inj Fr IV
FA10007228;Propranolol;100;PropRANOlol 1 mg/1 ml Sol inj Fr 1 ml IV
FA10027227;Cianocobalamina;326;Cianocobalamina 1 mg/1 ml Sol inj Fr 1 ml IM
FA10067905;Adrenalina;149;aDRENALina 1 mg/1 ml Sol inj Fr 1 ml ICardíaca IM
FA10059239;Budesonida;19;Budesonida 1 mg/2 ml Susp inal neb Fr 2 ml
FA10059285;Alfentanilo;159;ALfentanilo 1 mg/2 ml Sol inj Fr 2 ml IV
FA10009318;Dimetindeno;453;Dimetindeno 1 mg/g Gel Bisn 30 g
FA10040687;Mometasona;819;Mometasona 1 mg/g Cr Bisn 30 g
FA10007712;Dexametasona + Gentamicina;1475;DEXAmetasona 1 mg/g + Gentamicina 3 mg/g Col, sol
FA10006998;Domperidona;470;Domperidona 1 mg/ml Susp oral Fr 200 ml xar.
FA10008376;Cetirizina;121;Cetirizina 1 mg/ml Sol oral Fr 150 ml xar.
FA10009130;Risperidona;991;Risperidona 1 mg/ml Sol oral Fr 30 ml, xar.
FA10030522;Metoclopramida;799;Metoclopramida 1 mg/ml Sol oral Fr 200 ml xar.
FA10034264;Dexametasona;425;DEXAmetasona 1 mg/ml Col, sol Fr 5 ml
FA10044640;Dexametasona + Gentamicina + Tetrizolina;1476;DEXAmetasona 1 mg/ml + Gentamicina 3 mg/ml + Tetri
FA10045645;Benzilpenicilina benzatínica;223;Benzilpenicilina benzatínica 1.2 M.U.I. Pó susp in
FA10028254;Ramipril;973;Ramipril 1.25 mg Cáps
FA10007018;Bromazepam;244;Bromazepam 1.5 mg Comp
FA10047596;Indapamida;680;Indapamida 1.5 mg Comp LP
FA10046989;Benzidamina;222;Benzidamina 1.5 mg/ml Sol lav boca Fr 250 ml xar.
FA10022066;Bromexina;17;Bromexina 1.6 mg/ml Xar Fr 200 ml xar.
FA10002252;Morfina;822;Morfina 10 mg Comp LP
FA10006489;Domperidona;470;Domperidona 10 mg Comp
FA10006756;Cetirizina;121;Cetirizina 10 mg Comp
FA10008821;Diazepam;45;DIazepam 10 mg Comp
FA10010854;Metoclopramida;799;Metoclopramida 10 mg Comp
FA10011066;Butilescopolamina;269;Butilescopolamina 10 mg Comp
FA10014774;Amlodipina;174;AmLODIPina 10 mg Comp
FA10016234;Bisoprolol;64;Bisoprolol 10 mg Comp
FA10026050;Baclofeno;209;Baclofeno 10 mg Comp
FA10026239;Nifedipina;88;Nifedipina 10 mg Cáps
FA10042827;Perindopril;908;Perindopril 10 mg Comp
FA10042834;Alfuzosina;160;Alfuzosina 10 mg Comp LP
FA10058781;Brometo de vecurónio;16;Brometo de VECURónio 10 mg Pó sol inj Fr IV
FA10068423;Rosuvastatina;2452;Rosuvastatina 10 mg Comp
FA10002398;Morfina;822;Morfina 10mg/1ml Sol inj Fr 1ml Epidur IM IT IV SC
FA10028390;Fitomenadiona;559;Fitomenadiona 10 mg/1 ml Sol inj Fr 1 ml IV Oral
FA10044162;Diazepam;45;DIazepam 10 mg/2 ml Sol inj Fr 2 ml IM IV
FA10071191;Metoclopramida;799;Metoclopramida 10 mg/2 ml Sol inj Fr 2 ml IM IV
FA10046900;Diazepam;45;DIazepam 10 mg/2.5 ml Sol rect Cânula 2.5 ml
FA10016960;Nitroglicerina;860;Nitroglicerina 10 mg/24 h Sist transd
FA10011422;Diclofenac;46;Diclofenac 10 mg/g Gel Bisn 100 g
FA10014280;Clotrimazol;42;Clotrimazol 10 mg/g Cr Bisn 20 g
FA10029566;Sulfadiazina prata;1035;Sulfadiazina prata 10 mg/g Cr Bisn 50 g
FA10046334;Econazol;484;Econazol 10 mg/g Cr Bisn 30 g
FA10000447;Atropina;197;Atropina 10 mg/ml Col, sol Fr 10 ml
FA10002829;Paracetamol;95;Paracetamol 10 mg/ml Sol inj Fr 100 ml IV
FA10014176;Ciclopentolato;331;Ciclopentolato 10 mg/ml Col, sol Fr 5 ml
FA10020268;Propofol;99;Propofol 10 mg/ml Emul inj Fr 50 ml IV
FA10021360;hipromelose;2887;Hipromelose 10 mg/ml Col, sol Fr 10 ml
FA10030102;Besilato de atracúrio;14;Besilato de atracúrio 10 mg/ml Sol inj Fr 5 ml IV
FA10042760;Propofol;99;Propofol 10 mg/ml Emul inj Fr 20 ml IV
FA10047190;Tropicamida;1124;Tropicamida 10 mg/ml Col, sol Fr 10 ml
FA10056499;Brometo de rocurónio;254;Brometo de ROCURónio 10 mg/ml Sol inj Fr 5 ml IV
FA10064204;Lidocaína;745;Lidocaína 10 mg/ml Sol inj Fr 5  ml IV
FA2000061;0;0;Tiras de fluoresceína Ref 17238-900-11 (cx 100)
FA10107164;Sulfato ferroso;1038;Sulfato ferroso 329.7 mg Comp LP
FA10028507;0;0;Tacrolímus 1 mg/g Pom Bisn 30 g
FA10092997;Ácido alendrónico + Colecalciferol;2598;Ácido alendrónico 70 mg+Colecalciferol 5600 U.I.cp
FA20000077;0;0;Álcool isopropilico 70% + cloro-hexidina 2% corada
FA10097542;acetato de eslicarbazepina;2428;Acetato de eslicarbazepina 800 mg Comp
FA10105843;0;0;Toxina botulínica A 100 U Pó sol inj Fr ID IM
FA10080856;Emtricitabina + Tenofovir;2430;Emtricitabina 200 mg + Tenofovir 245 mg Comp
FA10107919;perampanel;2427;Perampanel 8 mg Comp
FA10104830;bromofenac;2426;Bromofenac 0.9 mg/ml Col, sol Fr 5 ml
FA10085209;bupropriom;2942;Bupropiom 150 mg Comp LM
FA10101492;0;0;Gadoterato meglumina 279.32mg/ml Sol inj Fr10ml IV
FA10099746;ritonavir;2933;Ritonavir 100 mg Comp
FA10109432;darunavir;2934;Darunavir 800 mg Comp
FA10079398;Hidromorfona;654;Hidromorfona 16 mg Comp LP
FA10036728;citalopram;2630;Citalopram 20 mg Comp
FA20000080;0;0;ácido acético glacial 10 ml
FA10005370;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Col, sol Fr 5 ml
FA10005387;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Sol inj Fr 10 ml Cutâneo
FA10005394;Aminoácidos + Electrólitos + Glucose + Lípidos;2025;A.A. 8 g/l N + Glucose 144 g/l + Lípidos 40 g/l +
FA10005420;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Sol inj Fr 125 ml IV
FA10005437;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Sol inj Fr 150 ml IV
FA10005444;Aminoácidos + Electrólitos + Glucose + Lípidos;2025;A.A. 8 g/l N + Glucose 144 g/l + Lípidos 40 g/l +
FA10005469;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Sol inj Fr 3000 ml IV
FA10005476;Aminoácidos + Electrólitos + Glucose + Lípidos;2025;A.A. 8 g/l N + Glucose 144 g/l + Lípidos 40 g/l +
FA10005483;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Sol inj Fr 50 ml IV
FA10005501;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Sol inj Fr 5000 ml IV
FA10005519;Cloreto de sódio;380;Cloreto de sódio 9 mg/ml Sol inj Fr 2000 ml IV
FA10005526;Acetilcisteína;139;Acetilcisteína 10 mg/ml Got nas, sol Fr 10 ml
FA10005533;Acetilcisteína;139;Acetilcisteína 100 mg Pó sol oral Saq
FA10005540;Acetilcisteína;139;Acetilcisteína 20 mg/ml Sol oral Fr 200 ml
FA10005558;Acetilcisteína;139;Acetilcisteína 20 mg/ml Sol oral Fr 75 ml
FA10005565;Acetilcisteína;139;Acetilcisteína 200 mg Comp disp
FA10005572;Acetilcisteína;139;Acetilcisteína 200 mg Pó sol oral Saq
FA10005580;Acetilcisteína;139;Acetilcisteína 2000 mg/10 ml Sol inj Fr 10 ml IM I
FA10005608;Acetilcisteína;139;Acetilcisteína 40 mg/ml Col, sol Fr 10 ml
FA10005615;Acetilcisteína;139;Acetilcisteína 40 mg/ml Sol oral Fr 100 ml
FA10005622;Acetilcisteína;139;Acetilcisteína 40 mg/ml Sol oral Fr 200 ml
FA10005647;Acetonido de fluocinolona + Neomicina + Polimixina B;1306;Acetonido de fluocinolona + Neomicina + Polimixina
FA10005679;Brometo de ipratrópio;249;Brometo de ipratrópio 0.25 mg/1 ml Sol inal neb Fr
FA10005693;Brometo de ipratrópio;249;Brometo de ipratrópio 0.4 mg/ml Susp pressu inal R
FA10005704;Brometo de ipratrópio;249;Brometo de ipratrópio 0.5 mg/1 ml Sol inal neb Fr
FA10005729;Brometo de ipratrópio;249;Brometo de ipratrópio 20 µg/dose Sol pressu inal R
FA10005736;Omeprazol;92;Omeprazol 40 mg Pó sol inj Fr IV
FA10005743;Aminoácidos + Glucose + Lípidos;2029;A.A. 8 g/l N + Glucose 144 g/l + Lípidos 40 g/l Em
FA10005768;Aminoácidos + Glucose + Lípidos;2029;A.A. 8 g/l N + Glucose 144 g/l + Lípidos 40 g/l Em
FA10005775;Aminoácidos + Glucose + Lípidos;2029;A.A. 8 g/l N + Glucose 144 g/l + Lípidos 40 g/l Em
FA10005790;Aminoácidos + Electrólitos + Glucose + Lípidos;2025;A.A. 8.1 g/l N + Glucose 126.8 g/l + Lípidos 38.5
FA10005800;Aminoácidos + Electrólitos + Glucose + Lípidos;2025;A.A. 8.1 g/l N + Glucose 126.8 g/l + Lípidos 38.5
FA10005818;Hidroxizina;660;Hidroxizina 100 mg Comp
FA10005832;Hidroxizina;660;Hidroxizina 2 mg/ml Xar Fr 200 ml
FA10005857;Omeprazol;92;Omeprazol 10 mg Cáps GR
FA10005871;Aminoácidos + Electrólitos + Glucose + Lípidos;2025;A.A. 8.1 g/l N + Glucose 126.8 g/l + Lípidos 38.5
FA10005889;Omeprazol;92;Omeprazol 20 mg Comp GR
FA10005896;Omeprazol;92;Omeprazol 40 mg Cáps GR
FA10005907;Insulina humana;686;Insulina humana 100 U.I./ml Acção curta Sol inj Ca
FA10005921;Insulina humana;686;Insulina humana 100 U.I./ml Acção curta Sol inj Ca
FA10005946;Tioconazol;1087;Tioconazol 65 mg/g Pom vag Aplic 4.6 g
FA10005985;Metformina;78;MetFORMINA 500 mg Comp
FA10005992;Glucose;630;Glucose 50 mg/ml Sol inj Fr 250 ml IV
FA10006012;Estradiol;508;Estradiol 25 µg/24 h Sist transd
FA10006020;Estradiol;508;Estradiol 50 µg/24 h Sist transd
FA10006037;Fenofibrato;544;Fenofibrato 200 mg Cáps
FA10006044;Verapamilo;113;Verapamilo 40 mg Comp
FA10006051;Ácido acetilsalicílico + Codeína + Cafeína;1626;Ácido acetilsalicílico 500 mg + Codeína 10 mg + Ca
FA10006069;Calcitonina de salmão;1244;Calcitonina de salmão 100 U.I./dose Sol pulv nas F
FA10006076;Aciclovir;2;Aciclovir 400 mg Comp
FA10006083;Diclofenac + Misoprostol;1486;Diclofenac 50 mg + Misoprostol 0.2 mg Comp
FA10006090;Hidrocortisona;653;Hidrocortisona 25 mg/ml Emul cut Fr 60 ml
FA10006119;Hidrocortisona;653;Hidrocortisona 10 mg/ml Emul cut Fr 60 ml
FA10006126;Quinapril;967;Quinapril 40 mg Comp
FA10006140;Cloro-hexidina + Clorobutanol;1770;Cloro-hexidina 1 mg/ml + Clorobutanol 1 mg/ml Sol
FA10006158;Tramadol;111;Tramadol 150 mg Comp LP
FA10006172;Carbonato de cálcio;282;Carbonato de cálcio 1500 mg Comp mast
FA10006222;Candesartan + Hidroclorotiazida;1752;Candesartan 16 mg + Hidroclorotiazida 12.5 mg Comp
FA10006230;Ciprofloxacina;35;Ciprofloxacina 250 mg Comp
FA10006254;Aceponato de metilprednisolona;134;Aceponato de metilprednisolona 1 mg/ml Sol cut Fr
FA10006261;Ambroxol;168;Ambroxol 6 mg/ml Xar Fr 200 ml
FA10006279;Esomeprazol;1792;Esomeprazol 20 mg Comp GR
FA10006293;Loperamida;75;Loperamida 2 mg Cáps
FA10006304;Enalapril;50;Enalapril 5 mg Comp
FA10006343;Fluticasona;582;Fluticasona 0.05 mg/g Pom Bisn 30 g
FA10006350;Calcipotriol;274;Calcipotriol 0.05 mg/g Cr Bisn 100 g
FA10006368;Clindamicina;40;Clindamicina 10 mg/ml Sol cut Fr 60 ml
FA10006375;Fluvoxamina;62;Fluvoxamina 100 mg Comp
FA10006390;Clindamicina;40;Clindamicina 10 mg/ml Sol cut Fr 30 ml
FA10006400;Aciclovir;2;Aciclovir 50 mg/g Cr Disp dosea 2 g
FA10006418;Aztreonam;205;Aztreonam 1000 mg Pó sol inj Fr IM IV
FA10006440;Ácido acetilsalicílico + Paracetamol;2241;Ácido acetilsalicílico 250 mg + Paracetamol 250 mg
FA10006457;Glucoronamida + Ácido ascórbico + Cafeína;1643;Glucoronamida 400 mg + Ácido ascórbico 500 mg + Ca
FA10006471;Hidroclorotiazida + Triamtereno;1621;Hidroclorotiazida 50 mg + Triamtereno 100 mg Comp
FA10006496;Triazolam;1818;Triazolam 0.125 mg Comp
FA10006507;Metamizol magnésico;789;Metamizol magnésico 1000 mg Sup
FA10006514;Alprazolam;4;Alprazolam 0.5 mg Comp LM
FA10006521;Alprazolam;4;Alprazolam 1 mg Comp LM
FA10006539;Fluvastatina;584;Fluvastatina 40 mg Cáps
FA10006546;Alfuzosina;160;Alfuzosina 5 mg Comp LP
FA10006560;Mirtazapina;813;Mirtazapina 30 mg Comp
FA10006578;Aceclofenac;130;Aceclofenac 100 mg Comp
FA10006585;Calcipotriol;274;Calcipotriol 0.05 mg/g Cr Bisn 30 g
FA10006603;Nicorandilo;848;Nicorandilo 20 mg Comp
FA10006610;Calcitonina de salmão;1244;Calcitonina de salmão 100 U.I./dose Sol inal neb F
FA10006628;Lidocaína + Prilocaína;1573;Lidocaína 25 mg/g + Prilocaína 25 mg/g Pens impreg
FA10006642;Carbocisteína + Sobrerol;1387;Carbocisteína 1125 mg + Sobrerol 180 mg Pó sol ora
FA10006650;Picetoprofeno;1276;Picetoprofeno 20 mg/ml Sol pulv cut Nebuliz 100 ml
FA10006667;Glimepirida;621;Glimepirida 1 mg Comp
FA10006674;Nicotina;849;Nicotina 10 mg Líq inal vapo Cartu
FA10006681;Enalapril + Hidroclorotiazida;51;Enalapril 20 mg + Hidroclorotiazida 12.5 mg Comp
FA10006700;Desloratadina;421;Desloratadina 5 mg Comp
FA10006717;Ranitidina;101;Ranitidina 300 mg Comp
FA10006731;Apomorfina;185;Apomorfina 3 mg Comp subling
FA10006763;Nandrolona;834;Nandrolona, decanoato 25 mg/1 ml Sol inj Fr 1 ml I
FA10006770;Tetrizolina;1075;Tetrizolina 0.5 mg/ml Col, sol Fr 10 ml
FA10006795;Clobutinol;359;Clobutinol 60 mg/ml Sol oral Fr 30 ml
FA10006806;Dimetindeno;453;Dimetindeno 1 mg Comp
FA10006813;Fosfato de alumínio;594;Fosfato de alumínio 12.38 g Gel oral Saq
FA10006845;Ambroxol;168;Ambroxol 75 mg Cáps LP
FA10006852;Indobufeno;682;Indobufeno 200 mg Comp
FA10006877;Hidrocortisona;653;Hidrocortisona 105 mg/g Espuma rect Recip pressu 2
FA10006902;Gemfibrozil;614;Gemfibrozil 300 mg Cáps
FA10006910;Polisulfato sódico de pentosano;1275;Polisulfato sódico de pentosano 15 mg/g Gel Bisn 4
FA10006941;Acetilsalicilato de lisina;1;Acetilsalicilato de lisina 180 mg Pó sol oral Saq
FA10006959;Acetilsalicilato de lisina;1;Acetilsalicilato de lisina 900 mg Pó sol oral Saq
FA10006966;Cloxazolam;1711;Cloxazolam 1 mg Comp
FA10006973;Bromocriptina;18;Bromocriptina 5 mg Cáps
FA10006980;Dexametasona + Clotrimazol;1472;DEXAmetasona 0.4 mg/g + Clotrimazol 10 mg/g Cr Bis
FA10007000;Ambroxol;168;Ambroxol 30 mg Comp
FA10007025;Oxatomida;878;Oxatomida 2.5 mg/ml Susp oral Fr 200 ml
FA10007032;Progesterona;951;Progesterona 10 mg/g Gel Bisn 80 g
FA10007040;Diclofenac;46;Diclofenac 50 mg Comp GR
FA10007057;Diclofenac;46;Diclofenac 100 mg Sup
FA10007064;Ambroxol;168;Ambroxol 30 mg/10 ml Xar Fr 10 ml
FA10007071;Lamotrigina;723;Lamotrigina 25 mg Comp disp
FA10007107;Aminaftona;169;Aminaftona 75 mg Cáps
FA10007114;Carbamazepina;23;Carbamazepina 20 mg/ml Xar Fr 200 ml
FA10007121;Norfloxacina;90;Norfloxacina 400 mg Comp
FA10007139;Cloranfenicol;370;Cloranfenicol 10 mg/g Pom oft Bisn 9 g
FA10007146;Ticlopidina;108;Ticlopidina 250 mg Comp
FA10007153;Lornoxicam;759;Lornoxicam 4 mg Comp
FA10007160;Zafirlucaste;1153;Zafirlucaste 20 mg Comp
FA10007178;Polisulfato sódico de pentosano;1275;Polisulfato sódico de pentosano 25 mg Comp
FA10007185;Verapamilo;113;Verapamilo 240 mg Comp LP
FA10007192;Verapamilo;113;Verapamilo 5 mg/2 ml Sol inj Fr 2 ml IV
FA10007203;Lincomicina;746;Lincomicina 500 mg Cáps
FA10007210;Lincomicina;746;Lincomicina 600 mg/2 ml Sol inj Ser 2 ml IM IV
FA10007250;Ácido niflúmico;1179;Ácido niflúmico 250 mg Cáps
FA10007274;Ibuprofeno;71;Ibuprofeno 600 mg Comp
FA10007281;Electrólitos + Glucose;1898;Sol DP Glucose 500 mg/ml Sac triplo c/tampa iodopo
FA10007299;Fluocortolona + Lidocaína;1534;Fluocortolona 1 mg/g + Lidocaína 20 mg/g Cr rect B
FA10007300;Fluocortolona + Lidocaína;1534;Fluocortolona 1 mg + Lidocaína 40 mg Sup
FA10007317;Nilutamida;853;Nilutamida 50 mg Comp
FA10007324;Cimetidina;33;Cimetidina 800 mg Comp eferv
FA10007331;Minoxidil;83;Minoxidil 20 mg/ml Sol cut Fr 60 ml
FA10007349;Minoxidil;83;Minoxidil 50 mg/ml Sol cut Fr 60 ml
FA10007356;Diclofenac;46;Diclofenac 46.5 mg Comp disp
FA10007363;Promegestona;955;Promegestona 0.25 mg Comp
FA10007388;Bisacodilo + Sene;1750;Bisacodilo 5 mg + Sene 105 mg Comp
FA10007395;Ciprofloxacina;35;Ciprofloxacina 250 mg Cáps
FA10007406;Tenoxicam;1060;Tenoxicam 20 mg Comp
FA10007413;Famotidina;56;Famotidina 20 mg Comp
FA10007438;Nabumetona;122;Nabumetona 500 mg Comp
FA10007445;Nabumetona;122;Nabumetona 1000 mg Comp disp
FA10007460;Prednisona;946;Prednisona 5 mg Comp
FA10007477;Cetoconazol;320;Cetoconazol 200 mg Comp
FA10007484;Flunarizina;569;Flunarizina 10 mg Comp
FA10007491;Timolol;1082;Timolol 2.5 mg/ml Col, sol Fr 5 ml
FA10007502;Amoxicilina;8;Amoxicilina 1000 mg Comp
FA10007527;Fenbufeno;536;Fenbufeno 300 mg Cáps
FA10007534;Cloro-hexidina;383;Cloro-hexidina 100 mg/ml Conc sol garg Fr 10 ml
FA10007541;Ubidecarrenona;1127;Ubidecarrenona 30 mg Cáps
FA10007559;Acetilsalicilato de lisina;1;Acetilsalicilato de lisina 1800 mg Pó sol oral Saq
FA10007566;Aciclovir;2;Aciclovir 30 mg/g Pom oft Bisn 5 g
FA10007573;Aciclovir;2;Aciclovir 50 mg/g Cr Bisn 2 g
FA10007580;Aciclovir;2;Aciclovir 50 mg/g Cr Bisn 10 g
FA10007598;Ácido alendrónico;156;Ácido alendrónico 10 mg Comp
FA10007609;Aceponato de metilprednisolona;134;Aceponato de metilprednisolona 1 mg/ml Emul cut Bi
FA10007616;Eritromicina;501;Eritromicina 20 mg/ml Sol cut Fr 25 ml
FA10007623;Carbonato de cálcio + Carbonato de magnésio;1388;Carbonato de cálcio 680 mg + Carbonato de magnésio
FA10007630;Sulfametoxazol + Trimetoprim;104;Sulfametoxazol 200 mg/5 ml + Trimetoprim 40 mg/5 m
FA10007648;Sulfato ferroso + Ácido fólico;1668;Sulfato ferroso 325 mg + Ácido fólico 0.35 mg Comp
FA10007655;Glipizida;68;Glipizida 5 mg Comp
FA10007662;Nimodipina;89;Nimodipina 30 mg Comp
FA10007687;Insulina isofânica;688;Insulina isofânica 100 U.I./ml Acção interm Susp i
FA10007694;Insulina-zinco composta, suspensão;2018;Insulina-zinco composta, suspensão 100 U.I./ml Acç
FA10007737;Estradiol;508;Estradiol 100 µg/24 h Sist transd
FA10007744;Sitagliptina;532;Febuprol 100 mg Cáps
FA10007751;Eritromicina;501;Eritromicina 20 mg/g Cr Bisn 25 g
FA10007776;Benzidamina;222;Benzidamina 1 mg/ml Sol vag Fr 140 ml
